algoritmo,description,validation,accuracy,recall,precision,neg_log_loss,f1,ftwo_scorer
GaussianNB,Naive Bayes algoritmo,2,0.5527777777777778,0.8295454545454546,0.5941176470588235,-6.656395983643095,0.6904761904761905,0.7669789227166277
BernoulliNB,Naive Bayes algoritmo,2,0.6333333333333333,0.9583333333333333,0.6290849673202614,-0.7263558444246567,0.7595238095238096,0.8674863387978142
SAMME,AdaBoostClassifier con 10 estimadores,2,0.37222222222222223,0.5265151515151515,0.47756410256410253,-0.7604604714406682,0.45833333333333337,0.4441823899371069
SAMME,AdaBoostClassifier con 20 estimadores,2,0.2583333333333333,0.29924242424242425,0.3522727272727273,-0.7574949993020984,0.44466403162055335,0.4391371340523883
SAMME,AdaBoostClassifier con 50 estimadores,2,0.31666666666666665,0.4356060606060606,0.4356060606060606,-0.7401339207795885,0.44466403162055335,0.4391371340523883
SAMME,AdaBoostClassifier con 100 estimadores,2,0.31666666666666665,0.4356060606060606,0.4356060606060606,-0.7518663931261875,0.4356060606060606,0.4356060606060606
SAMME,AdaBoostClassifier con 150 estimadores,2,0.31666666666666665,0.4356060606060606,0.4356060606060606,-0.7477866988887024,0.4356060606060606,0.4356060606060606
SAMME,AdaBoostClassifier con 200 estimadores,2,0.31666666666666665,0.4356060606060606,0.4356060606060606,-0.7391284573666476,0.4356060606060606,0.4356060606060606
SAMME,AdaBoostClassifier con 250 estimadores,2,0.31666666666666665,0.4356060606060606,0.4356060606060606,-0.7469559400391576,0.4356060606060606,0.4356060606060606
SAMME,AdaBoostClassifier con 500 estimadores,2,0.31666666666666665,0.4356060606060606,0.4356060606060606,-0.7459870698789421,0.4356060606060606,0.4356060606060606
SAMME,AdaBoostClassifier con 750 estimadores,2,0.31666666666666665,0.4356060606060606,0.4356060606060606,-0.738827510479061,0.4356060606060606,0.4356060606060606
SAMME,AdaBoostClassifier con 1000 estimadores,2,0.31666666666666665,0.4356060606060606,0.4356060606060606,-0.7388583950991725,0.4356060606060606,0.4356060606060606
SAMME,AdaBoostClassifier con 1500 estimadores,2,0.31666666666666665,0.4356060606060606,0.4356060606060606,-0.7393477993182153,0.4356060606060606,0.4356060606060606
SAMME.R,AdaBoostClassifier con 10 estimadores,2,0.48055555555555557,0.5265151515151515,0.5454545454545454,-6.460320930633309,0.5773913043478262,0.5997954412624196
SAMME.R,AdaBoostClassifier con 20 estimadores,2,0.48055555555555557,0.571969696969697,0.5606060606060606,-6.473191961828059,0.44466403162055335,0.5690072639225182
SAMME.R,AdaBoostClassifier con 50 estimadores,2,0.3972222222222222,0.39015151515151514,0.4772727272727273,-6.5417929325256745,0.5507246376811594,0.4845916795069337
SAMME.R,AdaBoostClassifier con 100 estimadores,2,0.3972222222222222,0.571969696969697,0.4772727272727273,-6.516564912019267,0.40489130434782605,0.5300462249614792
SAMME.R,AdaBoostClassifier con 150 estimadores,2,0.425,0.4810606060606061,0.5606060606060606,-6.5537272981764145,0.5673913043478261,0.40794283815221
SAMME.R,AdaBoostClassifier con 200 estimadores,2,0.5083333333333333,0.4810606060606061,0.5606060606060606,-6.510027895174787,0.5673913043478261,0.5997954412624196
SAMME.R,AdaBoostClassifier con 250 estimadores,2,0.5083333333333333,0.4356060606060606,0.5606060606060606,-6.49921076287488,0.5507246376811594,0.5755007704160247
SAMME.R,AdaBoostClassifier con 500 estimadores,2,0.4527777777777778,0.6628787878787878,0.5710227272727273,-6.574175946084639,0.5810276679841897,0.6066012488849242
SAMME.R,AdaBoostClassifier con 750 estimadores,2,0.48055555555555557,0.7083333333333334,0.5328282828282829,-6.514456277550682,0.610248447204969,0.6217004723534315
SAMME.R,AdaBoostClassifier con 1000 estimadores,2,0.48055555555555557,0.5265151515151515,0.5213903743315508,-6.494153035189263,0.6020066889632106,0.6554127938764351
SAMME.R,AdaBoostClassifier con 1500 estimadores,2,0.48055555555555557,0.571969696969697,0.5487012987012987,-6.487422184108631,0.5635451505016722,0.5627415997621171
auto,KNN con 1 vecinos peso: uniform metrica: minkowski,2,0.6861111111111111,0.7462121212121212,0.746031746031746,-10.841338146180298,0.7333333333333334,0.7380520266182697
auto,KNN con 2 vecinos peso: uniform metrica: minkowski,2,0.55,0.39015151515151514,0.75,-6.626696557471603,0.5130718954248367,0.4314814814814815
auto,KNN con 3 vecinos peso: uniform metrica: minkowski,2,0.7361111111111112,0.8295454545454546,0.7662337662337663,-3.176298499975003,0.7913043478260869,0.8123904149620105
auto,KNN con 4 vecinos peso: uniform metrica: minkowski,2,0.711111111111111,0.7878787878787878,0.7571428571428571,-0.5849797096040106,0.7636363636363637,0.7758620689655171
auto,KNN con 5 vecinos peso: uniform metrica: minkowski,2,0.711111111111111,0.875,0.71875,-0.6129631246794269,0.7824074074074074,0.8333333333333333
auto,KNN con 6 vecinos peso: uniform metrica: minkowski,2,0.6861111111111111,0.8333333333333333,0.7073863636363636,-0.5994297876641419,0.7552334943639292,0.797316384180791
auto,KNN con 7 vecinos peso: uniform metrica: minkowski,2,0.711111111111111,0.9166666666666667,0.7008928571428572,-0.6130892299699493,0.792022792022792,0.8615591397849462
auto,KNN con 8 vecinos peso: uniform metrica: minkowski,2,0.6611111111111111,0.75,0.71875,-0.6007436929601639,0.7074074074074074,0.7261904761904762
auto,KNN con 9 vecinos peso: uniform metrica: minkowski,2,0.6833333333333333,0.9166666666666667,0.680672268907563,-0.6094342627252722,0.7774725274725275,0.8540454785827605
