algoritmo,description,validation,accuracy,recall,precision,neg_log_loss,f1,ftwo_scorer
GaussianNB,Naive Bayes algoritmo,2,0.521978021978022,0.3125,0.45270270270270274,-2.1436837276914873,0.36147186147186144,0.3292442188381275
BernoulliNB,Naive Bayes algoritmo,2,0.5769230769230769,0.3125,0.5327272727272727,-0.6782064079250651,0.3935483870967742,0.3405108405108405
SAMME,AdaBoostClassifier con 10 estimadores,2,0.543956043956044,0.35,0.4861111111111111,-0.6845938052835774,0.387618636755824,0.3679356357927787
SAMME,AdaBoostClassifier con 20 estimadores,2,0.5879120879120879,0.375,0.5277777777777778,-0.6850186401764207,0.42342342342342343,0.3952991452991453
SAMME,AdaBoostClassifier con 50 estimadores,2,0.6043956043956045,0.42500000000000004,0.5619212962962963,-0.6870406550006365,0.48538131261500717,0.44706436507716607
SAMME,AdaBoostClassifier con 100 estimadores,2,0.5934065934065934,0.475,0.539872408293461,-0.6889255164979347,0.5047418335089568,0.4863400847856806
SAMME,AdaBoostClassifier con 150 estimadores,2,0.6208791208791209,0.48750000000000004,0.5852678571428571,-0.6898300705454182,0.5213963963963963,0.4925096649484536
SAMME,AdaBoostClassifier con 200 estimadores,2,0.6153846153846154,0.5,0.5725806451612903,-0.6901274758885634,0.525279884434814,0.5016790946110318
SAMME,AdaBoostClassifier con 250 estimadores,2,0.6098901098901099,0.48750000000000004,0.5642857142857143,-0.6903333544905514,0.523063063063063,0.5011234469997358
SAMME,AdaBoostClassifier con 500 estimadores,2,0.5989010989010989,0.45,0.55,-0.6910990598593311,0.49428571428571433,0.46659919028340086
SAMME,AdaBoostClassifier con 750 estimadores,2,0.5989010989010989,0.5,0.544360902255639,-0.6912863172741592,0.5210256410256411,0.5081585081585082
SAMME,AdaBoostClassifier con 1000 estimadores,2,0.6043956043956045,0.5,0.5465465465465466,-0.6914861155265877,0.5222146274777854,0.5096967330469868
SAMME,AdaBoostClassifier con 1500 estimadores,2,0.6208791208791209,0.5375,0.567914067914068,-0.6916727360292387,0.5521946408022358,0.5444675178177716
SAMME.R,AdaBoostClassifier con 10 estimadores,2,0.521978021978022,0.375,0.43772893772893773,-0.7546891640726172,0.3983739837398374,0.38299797721707657
SAMME.R,AdaBoostClassifier con 20 estimadores,2,0.5659340659340659,0.4,0.5086206896551724,-0.693785549029621,0.4471210340775558,0.4163614163614163
SAMME.R,AdaBoostClassifier con 50 estimadores,2,0.5769230769230769,0.45,0.5228070175438597,-0.6728408580079719,0.47848101265822784,0.46059243586352816
SAMME.R,AdaBoostClassifier con 100 estimadores,2,0.5769230769230769,0.42500000000000004,0.5188940092165899,-0.6819191960652138,0.4704761904761905,0.44073029936904284
SAMME.R,AdaBoostClassifier con 150 estimadores,2,0.6153846153846154,0.4875,0.5735930735930737,-0.6846203765951888,0.5269406392694064,0.5038060897435896
SAMME.R,AdaBoostClassifier con 200 estimadores,2,0.6153846153846154,0.5125,0.5769230769230769,-0.6858196536180545,0.5418761921276227,0.5251518006700168
SAMME.R,AdaBoostClassifier con 250 estimadores,2,0.6098901098901099,0.5125,0.5745920745920745,-0.6855157740432455,0.5369483407458091,0.5218748381080661
SAMME.R,AdaBoostClassifier con 500 estimadores,2,0.6043956043956044,0.48750000000000004,0.5532591414944357,-0.6874115682813464,0.5180765180765181,0.4992411952483123
SAMME.R,AdaBoostClassifier con 750 estimadores,2,0.5879120879120878,0.44999999999999996,0.5425627240143369,-0.6880490794426286,0.48838485458203773,0.46442714008557684
SAMME.R,AdaBoostClassifier con 1000 estimadores,2,0.5934065934065934,0.4625,0.5493087557603686,-0.6876934075821092,0.4912898443291327,0.4666398174251577
SAMME.R,AdaBoostClassifier con 1500 estimadores,2,0.6043956043956044,0.5125,0.5591278640059127,-0.6879694481985297,0.5332318619989853,0.5189683476119633
auto,KNN con 1 vecinos peso: uniform metrica: minkowski,2,0.554945054945055,0.48750000000000004,0.49577922077922076,-15.371653230701998,0.49,0.4881221719457014
auto,KNN con 2 vecinos peso: uniform metrica: minkowski,2,0.5659340659340659,0.175,0.513157894736842,-6.673843497431461,0.2528248587570622,0.19918861399308324
auto,KNN con 3 vecinos peso: uniform metrica: minkowski,2,0.5384615384615385,0.475,0.46923597025016905,-2.531561221932046,0.463131071826724,0.4681662027633591
auto,KNN con 4 vecinos peso: uniform metrica: minkowski,2,0.554945054945055,0.3,0.4722222222222222,-1.458266025262895,0.33163265306122447,0.3091715976331361
auto,KNN con 5 vecinos peso: uniform metrica: minkowski,2,0.5604395604395604,0.5375,0.5050904977375565,-1.1050962488421296,0.5149823736780258,0.5267700836413148
auto,KNN con 6 vecinos peso: uniform metrica: minkowski,2,0.5439560439560439,0.35,0.5051282051282051,-1.1129164446580233,0.4025316455696203,0.3676716917922948
auto,KNN con 7 vecinos peso: uniform metrica: minkowski,2,0.5274725274725275,0.475,0.47680890538033394,-0.7383445702685758,0.4712944435893489,0.47239507152242355
auto,KNN con 8 vecinos peso: uniform metrica: minkowski,2,0.5274725274725275,0.325,0.4605263157894737,-0.7255704472355209,0.3717948717948718,0.34090909090909094
auto,KNN con 9 vecinos peso: uniform metrica: minkowski,2,0.5274725274725275,0.4875,0.4618055555555556,-0.7355991782526423,0.47188995215311,0.48052394034536894
auto,KNN con 1 vecinos peso: uniform metrica: euclidean,2,0.554945054945055,0.48750000000000004,0.49577922077922076,-15.371653230701998,0.49,0.4881221719457014
auto,KNN con 2 vecinos peso: uniform metrica: euclidean,2,0.5659340659340659,0.175,0.513157894736842,-6.673843497431461,0.2528248587570622,0.19918861399308324
