algorithm,description,validation,Accuracy,Recall,Precision,Hamming,F,Cohen
RandomForestClassifier,entropy - 150,LOU,0.6119402985074627,0.6119402985074627,0.16417910447761194,0.3880597014925373,0.16417910447761194,
RandomForestClassifier,entropy - 200,LOU,0.6119402985074627,0.6119402985074627,0.16417910447761194,0.3880597014925373,0.16417910447761194,
RandomForestClassifier,entropy - 250,LOU,0.5671641791044776,0.5671641791044776,0.13432835820895522,0.43283582089552236,0.13432835820895522,
RandomForestClassifier,entropy - 500,LOU,0.582089552238806,0.582089552238806,0.13432835820895522,0.417910447761194,0.13432835820895522,
RandomForestClassifier,entropy - 750,LOU,0.582089552238806,0.582089552238806,0.13432835820895522,0.417910447761194,0.13432835820895522,
RandomForestClassifier,entropy - 1000,LOU,0.5970149253731343,0.5970149253731343,0.14925373134328357,0.40298507462686567,0.14925373134328357,
RandomForestClassifier,entropy - 1500,LOU,0.5970149253731343,0.5970149253731343,0.13432835820895522,0.40298507462686567,0.13432835820895522,
NuSVC,kernel: linear,LOU,0.5970149253731343,0.5970149253731343,0.16417910447761194,0.40298507462686567,0.16417910447761194,
NuSVC,kernel: poly,LOU,0.5671641791044776,0.5671641791044776,0.208955223880597,0.43283582089552236,0.208955223880597,
NuSVC,kernel: rbf,LOU,0.582089552238806,0.582089552238806,0.208955223880597,0.417910447761194,0.208955223880597,
NuSVC,kernel: sigmoid,LOU,0.5970149253731343,0.5970149253731343,0.29850746268656714,0.40298507462686567,0.29850746268656714,
GradientBoostingClassifier,GradientBoostingClassifier 10,LOU,0.417910447761194,0.417910447761194,0.08955223880597014,0.582089552238806,0.08955223880597014,
GradientBoostingClassifier,GradientBoostingClassifier 20,LOU,0.44776119402985076,0.44776119402985076,0.11940298507462686,0.5522388059701493,0.11940298507462686,
GradientBoostingClassifier,GradientBoostingClassifier 50,LOU,0.5223880597014925,0.5223880597014925,0.14925373134328357,0.47761194029850745,0.14925373134328357,
GradientBoostingClassifier,GradientBoostingClassifier 100,LOU,0.5373134328358209,0.5373134328358209,0.1791044776119403,0.4626865671641791,0.1791044776119403,
GradientBoostingClassifier,GradientBoostingClassifier 150,LOU,0.5373134328358209,0.5373134328358209,0.19402985074626866,0.4626865671641791,0.19402985074626866,
GradientBoostingClassifier,GradientBoostingClassifier 200,LOU,0.5223880597014925,0.5223880597014925,0.19402985074626866,0.47761194029850745,0.19402985074626866,
