Algorithm,Description,accuracy
brute,KNN con 3 vecinos peso: distance metrica: minkowski,0.472222222222
brute,KNN con 4 vecinos peso: distance metrica: minkowski,0.472222222222
brute,KNN con 5 vecinos peso: distance metrica: minkowski,0.472222222222
brute,KNN con 6 vecinos peso: distance metrica: minkowski,0.472222222222
brute,KNN con 7 vecinos peso: distance metrica: minkowski,0.472222222222
brute,KNN con 1 vecinos peso: distance metrica: euclidean,0.555555555556
brute,KNN con 2 vecinos peso: distance metrica: euclidean,0.555555555556
brute,KNN con 3 vecinos peso: distance metrica: euclidean,0.472222222222
brute,KNN con 4 vecinos peso: distance metrica: euclidean,0.472222222222
brute,KNN con 5 vecinos peso: distance metrica: euclidean,0.472222222222
brute,KNN con 6 vecinos peso: distance metrica: euclidean,0.472222222222
brute,KNN con 7 vecinos peso: distance metrica: euclidean,0.472222222222
gini,DecisionTreeClassifier splitter:best,0.555555555556
gini,DecisionTreeClassifier splitter:random,0.527777777778
entropy,DecisionTreeClassifier splitter:best,0.555555555556
entropy,DecisionTreeClassifier splitter:random,0.527777777778
10,GradientBoostingClassifier,0.472222222222
20,GradientBoostingClassifier,0.472222222222
50,GradientBoostingClassifier,0.472222222222
100,GradientBoostingClassifier,0.472222222222
150,GradientBoostingClassifier,0.472222222222
200,GradientBoostingClassifier,0.472222222222
250,GradientBoostingClassifier,0.472222222222
500,GradientBoostingClassifier,0.472222222222
750,GradientBoostingClassifier,0.472222222222
1000,GradientBoostingClassifier,0.472222222222
1500,GradientBoostingClassifier,0.472222222222
linear,nuSVC,0.722222222222
poly,nuSVC,0.555555555556
rbf,nuSVC,0.638888888889
sigmoid,nuSVC,0.444444444444
linear,SVC,0.555555555556
poly,SVC,0.611111111111
rbf,SVC,0.555555555556
sigmoid,SVC,0.555555555556
gini,"RandomForest, n_estimators: 10",0.638888888889
gini,"RandomForest, n_estimators: 20",0.638888888889
gini,"RandomForest, n_estimators: 50",0.638888888889
gini,"RandomForest, n_estimators: 100",0.638888888889
gini,"RandomForest, n_estimators: 150",0.638888888889
gini,"RandomForest, n_estimators: 200",0.638888888889
gini,"RandomForest, n_estimators: 250",0.638888888889
gini,"RandomForest, n_estimators: 500",0.638888888889
gini,"RandomForest, n_estimators: 750",0.638888888889
gini,"RandomForest, n_estimators: 1000",0.638888888889
gini,"RandomForest, n_estimators: 1500",0.638888888889
entropy,"RandomForest, n_estimators: 10",0.638888888889
entropy,"RandomForest, n_estimators: 20",0.638888888889
entropy,"RandomForest, n_estimators: 50",0.638888888889
entropy,"RandomForest, n_estimators: 100",0.638888888889
entropy,"RandomForest, n_estimators: 150",0.638888888889
entropy,"RandomForest, n_estimators: 200",0.638888888889
entropy,"RandomForest, n_estimators: 250",0.638888888889
entropy,"RandomForest, n_estimators: 500",0.638888888889
entropy,"RandomForest, n_estimators: 750",0.638888888889
entropy,"RandomForest, n_estimators: 1000",0.638888888889
entropy,"RandomForest, n_estimators: 1500",0.638888888889
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 5-5-5",0.277777777778
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 5-5-10",0.277777777778
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 5-5-15",0.277777777778
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 5-10-5",0.277777777778
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 5-10-10",0.277777777778
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 5-10-15",0.277777777778
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 5-15-5",0.444444444444
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 5-15-10",0.444444444444
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 5-15-15",0.361111111111
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 10-5-5",0.277777777778
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 10-5-10",0.444444444444
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 10-5-15",0.444444444444
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 10-10-5",0.277777777778
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 10-10-10",0.444444444444
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 10-10-15",0.444444444444
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 10-15-5",0.444444444444
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 10-15-10",0.277777777778
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 10-15-15",0.361111111111
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 15-5-5",0.444444444444
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 15-5-10",0.444444444444
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 15-5-15",0.444444444444
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 15-10-5",0.527777777778
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 15-10-10",0.194444444444
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 15-10-15",0.444444444444
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 15-15-5",0.277777777778
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 15-15-10",0.277777777778
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: constant, capas: 15-15-15",0.361111111111
MLP,"MLPClassifier, activation: identity, solver: lbfgs, learning_rate: invscaling, capas: 5-5-5",0.444444444444
